MSZoning,LotArea,Street,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
RL,12144,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1949,1950,Gd,TA,CBlock,375,0,457,832,GasA,Gd,Y,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,1,288,Y,0,28,0,0,0,0,0,9,2009,Normal,133000
RM,5720,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,6,1941,1950,TA,TA,CBlock,0,0,676,676,GasA,Ex,Y,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,1,200,Y,26,0,0,0,0,0,0,8,2009,Abnorml,66500
FV,9000,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2007,2007,Gd,TA,PConc,64,0,1120,1184,GasA,Ex,Y,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,Typ,1,2,550,Y,208,364,0,0,0,0,0,8,2007,Partial,303477
RL,25286,Pave,HLS,AllPub,Mod,1Fam,1Story,4,5,1963,1963,TA,TA,PConc,633,0,431,1064,GasA,Gd,Y,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,2,648,Y,0,0,0,0,0,0,0,1,2007,Normal,132250
RL,8834,Pave,Lvl,AllPub,Gtl,1Fam,2Story,9,5,2004,2005,Gd,TA,PConc,1170,0,292,1462,GasA,Ex,Y,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,3,738,Y,184,0,0,0,0,0,0,6,2009,Normal,350000
RL,11782,Pave,Lvl,AllPub,Gtl,1Fam,SFoyer,5,7,1961,1995,TA,TA,CBlock,899,0,210,1109,GasA,TA,Y,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,2,576,Y,192,0,0,0,0,0,400,6,2010,Normal,148000
RL,7000,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,8,1978,2005,Gd,Gd,CBlock,646,0,218,864,GasA,Ex,Y,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,0,1,336,Y,0,0,0,0,0,0,0,7,2009,Normal,136500
RL,7024,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,2005,2006,TA,TA,PConc,980,0,110,1090,GasA,Gd,Y,1090,0,0,1090,1,0,1,1,2,1,TA,5,Typ,0,2,450,Y,0,49,0,0,0,0,0,6,2007,Normal,157000
RL,13758,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,5,1990,1991,Gd,Gd,CBlock,902,0,254,1156,GasA,Ex,Y,1187,530,0,1717,0,0,2,1,3,1,Gd,7,Typ,1,2,400,Y,168,36,0,0,0,0,0,4,2007,Normal,187500
RL,9636,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1992,1993,TA,TA,PConc,0,0,808,808,GasA,Gd,Y,808,785,0,1593,0,0,2,1,3,1,TA,7,Typ,1,2,389,Y,342,40,0,0,0,0,0,12,2009,Normal,178000
RL,6204,Pave,Bnk,AllPub,Gtl,1Fam,2.5Fin,4,5,1912,1950,Gd,TA,PConc,0,0,795,795,GasA,TA,N,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,1,440,Y,0,188,0,0,0,0,0,3,2006,Normal,118500
RL,7150,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1967,1967,TA,TA,CBlock,432,0,460,892,GasA,TA,Y,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,1,288,Y,0,0,0,0,0,0,0,7,2009,Normal,100000
FV,5119,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,9,5,1999,2000,Gd,TA,PConc,1238,0,460,1698,GasA,Ex,Y,1709,0,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,2,506,Y,97,65,0,0,0,0,0,1,2008,Abnorml,328900
RL,8393,Pave,Lvl,AllPub,Gtl,Duplex,1Story,5,5,1959,2005,TA,TA,CBlock,528,0,1098,1626,GasA,Ex,Y,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,0,2,588,Y,272,54,0,0,0,0,0,6,2006,Family,145000
RL,16466,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,7,1955,1955,TA,Gd,PConc,0,0,816,816,GasA,TA,Y,872,521,0,1393,0,0,1,1,3,1,TA,8,Typ,0,1,300,Y,121,0,0,0,265,0,0,4,2008,Normal,135500
RL,15865,Pave,Lvl,AllPub,Mod,1Fam,1Story,8,6,1970,1970,Gd,Gd,PConc,351,823,1043,2217,GasA,Ex,Y,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,2,621,Y,81,207,0,0,224,0,0,10,2007,Normal,268000
RL,12160,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,4,1953,1953,TA,TA,CBlock,1024,0,481,1505,GasA,Ex,Y,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,2,505,Y,0,0,0,162,0,0,0,2,2009,Normal,149500
RL,8064,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,7,1949,2006,TA,Gd,CBlock,0,0,672,672,GasA,Ex,Y,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,2,576,Y,0,0,0,0,0,0,2000,7,2007,Normal,122900
RL,11184,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1978,1978,TA,TA,CBlock,226,500,192,918,GasA,Gd,Y,918,765,0,1683,0,0,2,1,3,1,TA,7,Typ,1,2,440,Y,243,0,0,0,0,0,0,7,2009,Normal,172500
RL,8414,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,8,1963,2003,TA,TA,CBlock,663,0,396,1059,GasA,TA,Y,1068,0,0,1068,0,1,1,0,3,1,TA,6,Typ,0,1,264,Y,192,0,0,0,0,0,0,2,2006,Normal,154500
RL,13284,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1954,1954,TA,TA,PConc,1064,0,319,1383,GasA,TA,Y,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,1,1,354,Y,511,116,0,0,0,0,0,6,2008,Normal,165000
RL,7018,Pave,Bnk,AllPub,Gtl,Duplex,1Story,5,5,1979,1979,TA,TA,Slab,0,0,0,0,GasA,TA,Y,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,2,400,Y,0,0,0,0,0,0,0,6,2009,Alloca,118858
RL,7056,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1963,1963,TA,TA,CBlock,400,0,380,780,GasA,TA,Y,983,813,0,1796,1,0,1,1,4,1,TA,8,Typ,1,2,483,Y,0,50,0,0,0,0,0,10,2008,Normal,140000
RM,8765,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,6,1936,1950,TA,TA,BrkTil,285,0,666,951,GasA,Ex,N,951,0,0,951,0,0,1,0,2,1,TA,6,Typ,0,1,327,Y,0,28,0,0,0,0,0,4,2006,Abnorml,106500
RL,7018,Pave,Lvl,AllPub,Gtl,Duplex,2Story,5,5,1979,1979,TA,TA,Slab,0,0,0,0,GasA,TA,Y,1120,1120,0,2240,0,0,2,0,6,2,TA,12,Typ,0,2,528,Y,154,0,0,0,0,0,0,6,2009,Alloca,142953
RL,12919,Pave,Lvl,AllPub,Gtl,1Fam,1Story,9,5,2009,2010,Ex,TA,PConc,2188,0,142,2330,GasA,Ex,Y,2364,0,0,2364,1,0,2,1,2,1,Ex,11,Typ,2,3,820,Y,0,67,0,0,0,0,0,3,2010,Partial,611657
RL,6993,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1961,1994,TA,TA,CBlock,465,0,447,912,GasA,TA,Y,1236,0,0,1236,0,0,1,0,3,1,TA,6,Typ,1,1,288,Y,0,0,0,0,0,0,0,6,2006,Normal,135000
RL,7340,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,6,1971,1971,TA,TA,CBlock,322,0,536,858,GasA,TA,Y,858,0,0,858,0,0,1,0,2,1,TA,4,Typ,0,1,684,Y,0,0,0,0,0,0,0,6,2007,Normal,110000
RL,8712,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1957,2000,TA,Gd,CBlock,860,0,132,992,GasA,TA,Y,1306,0,0,1306,1,0,1,0,2,1,TA,5,Typ,0,1,756,Y,0,0,0,0,0,0,0,5,2009,Normal,153000
RL,7875,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,0,0,783,783,GasA,Ex,Y,807,702,0,1509,0,0,2,1,3,1,Gd,8,Typ,1,2,393,Y,0,75,0,0,0,0,0,7,2006,Normal,180000
RL,14859,Pave,HLS,AllPub,Gtl,1Fam,1Story,7,5,2006,2006,Gd,TA,PConc,0,0,1670,1670,GasA,Ex,Y,1670,0,0,1670,0,0,2,0,3,1,Gd,7,Typ,1,3,690,Y,144,60,0,0,0,0,0,8,2006,Partial,240000
RL,6173,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1967,1967,TA,TA,CBlock,599,0,277,876,GasA,TA,Y,902,0,0,902,0,0,1,0,3,1,TA,6,Typ,0,1,288,Y,0,0,0,0,0,0,0,8,2007,Normal,125500
RL,9920,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1954,1954,TA,TA,CBlock,354,290,412,1056,GasA,TA,Y,1063,0,0,1063,1,0,1,0,3,1,TA,6,Typ,0,1,280,Y,0,0,164,0,0,0,0,2,2010,Normal,128000
RL,13501,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,63,0,1560,1623,GasA,Ex,Y,1636,0,0,1636,1,0,2,0,3,1,Gd,8,Typ,1,3,865,Y,0,60,0,0,0,0,0,6,2007,Normal,255000
RL,11500,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,7,1936,1987,Gd,TA,CBlock,223,0,794,1017,GasA,Gd,Y,1020,1037,0,2057,0,0,1,1,3,1,Gd,6,Typ,1,1,180,Y,0,0,0,0,322,0,0,6,2006,Normal,250000
RL,8885,Pave,Low,AllPub,Mod,1Fam,1Story,5,5,1983,1983,TA,TA,CBlock,301,324,239,864,GasA,TA,Y,902,0,0,902,1,0,1,0,2,1,TA,5,Typ,0,2,484,Y,164,0,0,0,0,0,0,6,2006,Normal,131000
RL,12589,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,2005,2005,Gd,TA,PConc,0,0,742,742,GasA,Ex,Y,742,742,0,1484,0,0,2,1,3,1,Gd,8,Typ,1,2,390,Y,36,24,0,0,0,0,0,6,2009,Normal,174000
RL,11600,Pave,Lvl,AllPub,Gtl,Duplex,2Story,5,5,1960,1960,TA,TA,CBlock,443,0,662,1105,GasA,TA,Y,1105,1169,0,2274,0,0,2,0,5,2,TA,12,Typ,0,2,480,Y,0,0,0,0,0,0,0,1,2010,Normal,154300
RL,9286,Pave,Lvl,AllPub,Mod,1Fam,1Story,5,7,1977,1989,TA,TA,CBlock,196,0,1072,1268,GasA,TA,Y,1268,0,0,1268,0,0,1,1,3,1,Gd,5,Typ,0,1,252,Y,173,0,0,0,0,0,0,10,2009,Normal,143500
RM,6120,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1925,1950,TA,TA,BrkTil,489,0,279,768,GasA,TA,N,1015,0,0,1015,0,0,1,0,3,1,TA,6,Min1,0,1,450,Y,0,0,112,0,120,0,620,7,2006,Abnorml,88000
RH,6270,Pave,HLS,AllPub,Gtl,Duplex,2Story,5,6,1949,1950,TA,TA,CBlock,284,0,717,1001,GasA,TA,N,1001,1001,0,2002,0,0,2,0,4,2,TA,8,Typ,0,3,871,Y,0,0,0,0,0,0,0,8,2007,Normal,145000
FV,3000,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,6,5,2009,2009,Gd,TA,PConc,294,0,318,612,GasA,Ex,Y,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,2,528,Y,0,234,0,0,0,0,0,6,2009,Partial,173733
RM,2001,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,4,5,1970,1970,TA,TA,CBlock,0,0,546,546,GasA,Fa,Y,546,546,0,1092,0,0,1,1,3,1,TA,6,Typ,0,1,286,Y,0,0,0,0,0,0,0,1,2007,Normal,75000
C (all),9000,Pave,Lvl,AllPub,Gtl,1Fam,1Story,2,3,1949,1950,TA,TA,CBlock,50,0,430,480,GasA,TA,N,480,0,0,480,1,0,0,0,1,1,TA,4,Typ,0,1,308,Y,0,0,0,0,0,0,0,10,2006,Abnorml,35311
RL,17140,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,6,1956,1956,TA,TA,CBlock,1059,0,75,1134,GasA,Ex,Y,1229,0,0,1229,0,0,1,0,3,1,TA,6,Typ,0,1,284,Y,0,0,0,0,0,0,0,4,2009,Normal,135000
RL,13125,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1991,1991,Gd,TA,PConc,48,634,422,1104,GasA,Ex,Y,912,1215,0,2127,1,0,2,1,4,1,Gd,8,Typ,1,3,833,Y,72,192,224,0,0,0,0,11,2007,Normal,238000
RL,11029,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,8,1958,2002,Ex,TA,CBlock,528,411,245,1184,GasA,Ex,Y,1414,0,0,1414,1,0,1,0,3,1,TA,6,Min1,1,2,601,Y,0,51,0,0,190,0,0,5,2008,Normal,176500
RL,8462,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1994,1994,Gd,Gd,PConc,814,0,114,928,GasA,Ex,Y,936,785,0,1721,0,1,2,1,3,1,Gd,7,Typ,0,2,471,Y,300,87,0,0,0,0,0,7,2007,Normal,201000
RL,8777,Pave,Lvl,AllPub,Gtl,Duplex,1.5Fin,5,7,1900,2003,TA,TA,CBlock,1084,0,188,1272,GasA,Gd,Y,1272,928,0,2200,2,0,2,2,4,2,TA,9,Typ,0,0,0,N,0,70,0,0,0,0,0,9,2008,Normal,145900
RL,10237,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,2005,2006,Gd,TA,PConc,28,0,1288,1316,GasA,Ex,Y,1316,0,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,2,397,Y,100,0,0,23,0,0,0,10,2006,Partial,169990
RL,8012,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,6,5,1993,1994,Gd,TA,PConc,165,841,598,1604,GasA,Ex,Y,1617,0,0,1617,1,0,2,0,2,1,Gd,5,Typ,1,2,533,Y,0,69,0,0,0,0,0,7,2008,Normal,193000
RL,10240,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,6,1980,1980,TA,Gd,CBlock,625,1061,0,1686,GasA,TA,Y,1686,0,0,1686,1,0,2,0,3,1,TA,7,Typ,1,2,612,Y,384,131,0,0,0,0,0,5,2006,Normal,207500
RL,15611,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1977,1977,TA,TA,PConc,767,93,266,1126,GasA,TA,Y,1126,0,0,1126,0,1,2,0,3,1,Ex,6,Typ,0,2,540,Y,180,0,0,0,0,0,0,3,2008,Abnorml,175000
RL,11999,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2003,2004,Gd,TA,PConc,0,0,1181,1181,GasA,Ex,Y,1234,1140,0,2374,0,0,2,1,4,1,Ex,10,Typ,1,3,656,Y,104,100,0,0,0,0,0,5,2007,Normal,285000
RL,9900,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1968,1968,TA,TA,CBlock,552,0,280,832,GasA,Gd,Y,1098,880,0,1978,0,0,2,1,4,1,TA,9,Typ,1,2,486,Y,0,43,0,0,0,0,0,4,2008,Normal,176000
RL,11838,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2001,2001,Gd,TA,PConc,0,0,1753,1753,GasA,Ex,Y,1788,0,0,1788,0,0,2,0,3,1,Ex,7,Typ,1,2,522,Y,202,151,0,0,0,0,0,6,2009,Normal,236500
RL,13006,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1997,1997,TA,TA,PConc,0,0,964,964,GasA,Gd,Y,993,1243,0,2236,0,0,2,1,4,1,Gd,8,Typ,1,2,642,Y,0,0,0,0,0,0,0,11,2006,Normal,222000
RL,8925,Pave,HLS,AllPub,Gtl,1Fam,1Story,8,5,2007,2007,Gd,TA,PConc,16,0,1450,1466,GasA,Ex,Y,1466,0,0,1466,0,0,2,0,3,1,Gd,7,Typ,0,3,610,Y,100,18,0,0,0,0,0,7,2009,Normal,201000
RL,9100,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1965,1965,TA,TA,CBlock,338,466,121,925,GasA,Ex,Y,925,0,0,925,0,1,1,0,2,1,TA,5,Typ,0,1,429,Y,0,0,0,0,0,0,0,7,2009,Normal,117500
RL,11670,Pave,Lvl,AllPub,Gtl,1Fam,1Story,9,5,2006,2006,Ex,TA,PConc,0,0,1905,1905,GasA,Ex,Y,1905,0,0,1905,0,0,2,0,3,1,Ex,8,Typ,1,3,788,Y,0,191,0,0,0,0,0,3,2007,Normal,320000
RL,8487,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,20,0,1480,1500,GasA,Ex,Y,1500,0,0,1500,0,0,2,0,3,1,Gd,6,Typ,0,2,570,Y,192,36,0,0,0,0,0,8,2009,Normal,190000
RL,27650,Pave,HLS,AllPub,Mod,1Fam,1Story,7,7,1960,2007,TA,TA,CBlock,425,0,160,585,GasA,Ex,Y,2069,0,0,2069,1,0,2,0,4,1,Gd,9,Typ,1,2,505,Y,0,0,0,0,0,0,0,11,2008,Normal,242000
RL,5825,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,5,1926,1953,TA,Gd,PConc,0,0,600,600,GasA,Gd,Y,747,0,0,747,0,0,1,0,1,1,TA,5,Typ,0,2,528,Y,0,0,32,0,0,0,0,6,2006,Normal,79900
RL,10083,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2003,2003,Gd,TA,PConc,833,0,343,1176,GasA,Ex,Y,1200,0,0,1200,1,0,2,0,2,1,Gd,5,Typ,0,2,555,Y,0,41,0,0,0,0,0,8,2009,Normal,184900
RL,9675,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2005,2005,Gd,TA,PConc,341,0,772,1113,GasA,Ex,Y,1113,858,0,1971,0,0,2,1,3,1,Gd,8,Typ,1,2,689,Y,0,48,0,0,0,0,0,2,2009,Normal,253000
RL,8760,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,464,0,927,1391,GasA,Ex,Y,1391,571,0,1962,0,0,2,1,3,1,Gd,7,Typ,0,3,868,Y,0,90,0,0,0,0,0,8,2006,Partial,239799
RL,24090,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,7,1940,1950,TA,Gd,CBlock,0,0,1032,1032,GasA,Ex,Y,1207,1196,0,2403,0,0,2,0,4,1,TA,10,Typ,2,1,349,Y,56,0,318,0,0,0,0,6,2010,Normal,244400
RL,12640,Pave,Lvl,AllPub,Gtl,Duplex,1Story,6,5,1976,1976,TA,TA,CBlock,936,396,396,1728,GasA,TA,Y,1728,0,0,1728,0,0,2,0,4,2,TA,8,Typ,0,2,574,Y,40,0,0,0,0,0,0,7,2006,Normal,150900
RL,8755,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1999,1999,Gd,TA,PConc,772,0,220,992,GasA,Ex,Y,1022,1038,0,2060,1,0,2,1,3,1,Gd,8,Typ,1,2,390,Y,0,0,0,168,0,0,0,6,2009,Normal,214000
RL,7711,Pave,Lvl,AllPub,Gtl,Duplex,1Story,4,3,1977,1977,TA,TA,PConc,1440,0,0,1440,GasA,TA,Y,1440,0,0,1440,2,0,2,0,4,2,TA,8,Typ,0,0,0,N,321,0,0,0,0,0,0,8,2007,Abnorml,150000
RL,25000,Pave,Low,AllPub,Gtl,Duplex,1Story,5,4,1967,1967,TA,TA,CBlock,0,0,1632,1632,GasA,TA,Y,1632,0,0,1632,0,0,2,0,4,2,TA,8,Typ,0,2,576,P,0,0,0,0,0,0,0,6,2007,Normal,143000
RL,14375,Pave,Lvl,NoSeWa,Gtl,1Fam,SLvl,6,6,1958,1958,TA,TA,CBlock,111,354,354,819,GasA,Gd,Y,1344,0,0,1344,0,1,1,0,3,1,Gd,7,Typ,1,2,525,Y,0,118,0,0,233,0,0,1,2009,Abnorml,137500
RM,8820,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,6,1890,1996,TA,TA,BrkTil,1088,0,0,1088,GasA,TA,Y,1188,561,120,1869,0,0,1,0,2,1,TA,7,Typ,0,2,456,Y,48,0,244,0,0,0,0,9,2009,Normal,124900
RL,8163,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,5,6,1959,1959,TA,Gd,CBlock,748,294,102,1144,GasA,TA,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,1,1,796,Y,86,0,0,0,0,0,0,3,2006,Normal,143000
RL,14536,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,2002,2003,Gd,TA,PConc,1300,0,316,1616,GasA,Ex,Y,1629,0,0,1629,1,0,2,0,3,1,Gd,9,Typ,1,3,808,Y,0,252,0,0,0,0,0,11,2007,Normal,270000
RL,14006,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2002,2002,Gd,TA,PConc,0,0,936,936,GasA,Ex,Y,936,840,0,1776,0,0,2,1,3,1,Gd,7,Typ,1,2,474,Y,144,96,0,0,0,0,0,2,2006,Normal,192500
RL,9360,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,7,1972,2006,TA,TA,CBlock,982,0,179,1161,GasA,TA,Y,1381,0,0,1381,1,0,1,1,3,1,Gd,5,Typ,1,2,676,Y,0,0,0,0,0,0,0,3,2010,Normal,197500
RL,7200,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,8,1950,2002,TA,TA,CBlock,398,149,317,864,GasA,Gd,Y,864,0,0,864,1,0,1,0,3,1,Gd,5,Typ,0,2,720,Y,194,0,0,0,0,0,0,7,2007,Normal,129000
RH,7800,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1965,1965,TA,TA,CBlock,641,0,187,828,GasA,Gd,Y,965,0,0,965,1,0,1,0,3,1,TA,6,Typ,0,1,300,Y,421,0,0,0,0,0,0,7,2006,Abnorml,119900
RL,7200,Pave,Lvl,AllPub,Gtl,1Fam,SFoyer,5,8,1972,2003,TA,Gd,CBlock,660,0,108,768,GasA,Gd,Y,768,0,0,768,0,1,1,0,2,1,TA,5,Typ,0,1,396,Y,192,0,0,0,0,0,0,4,2009,Normal,133900
RL,11075,Pave,Lvl,AllPub,Mod,1Fam,2Story,5,4,1969,1969,TA,TA,CBlock,562,193,29,784,GasA,Ex,Y,1168,800,0,1968,0,1,2,1,4,1,TA,7,Min2,1,2,530,Y,305,189,0,0,0,0,400,9,2008,Normal,172000
RL,9400,Pave,Lvl,AllPub,Gtl,Duplex,SFoyer,6,5,1975,1975,TA,TA,CBlock,945,0,0,945,GasA,TA,Y,980,0,0,980,0,2,2,0,4,0,TA,4,Typ,0,0,0,Y,0,0,0,0,0,0,0,10,2006,AdjLand,127500
RH,7136,Pave,HLS,AllPub,Gtl,Duplex,2Story,6,6,1946,1950,TA,TA,CBlock,484,0,495,979,GasA,TA,N,979,979,0,1958,0,0,2,0,4,2,TA,8,Typ,0,2,492,Y,0,0,0,0,0,0,0,8,2007,Normal,145000
RM,1300,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,6,6,1980,1980,TA,TA,CBlock,285,0,276,561,GasA,TA,Y,561,668,0,1229,0,0,1,1,2,1,TA,5,Typ,1,2,462,Y,150,0,0,0,0,0,0,5,2009,Normal,124000
RL,7420,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1962,1962,TA,TA,CBlock,417,0,640,1057,GasA,TA,Y,1057,0,0,1057,0,0,1,0,3,1,TA,6,Typ,0,2,576,Y,0,0,0,0,0,0,0,4,2007,Normal,132000
RL,8450,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2003,2003,Gd,TA,PConc,699,0,638,1337,GasA,Ex,Y,1337,0,0,1337,1,0,2,0,3,1,Gd,6,Typ,0,2,531,Y,0,39,0,0,0,0,0,10,2007,Normal,185000
FV,2572,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,7,5,1999,1999,Gd,TA,PConc,604,0,92,696,GasA,Ex,Y,696,720,0,1416,1,0,2,1,3,1,Gd,6,Typ,0,2,484,Y,0,44,0,0,0,0,0,5,2010,Normal,155000
RL,7207,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1958,2008,TA,Gd,CBlock,696,0,162,858,GasA,Gd,Y,858,0,0,858,1,0,1,0,2,1,TA,4,Typ,0,0,0,Y,117,0,0,0,0,0,0,2,2010,Normal,116500
RL,12227,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,7,1977,1995,TA,Gd,CBlock,896,0,434,1330,GasA,TA,Y,1542,1330,0,2872,1,0,2,1,4,1,TA,11,Typ,1,2,619,Y,550,282,0,0,0,0,0,7,2008,Normal,272000
RL,2308,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,6,6,1976,1976,TA,TA,CBlock,556,0,248,804,GasA,TA,Y,804,744,0,1548,1,0,2,1,3,1,Gd,7,Typ,1,2,440,Y,48,0,0,0,0,0,0,7,2007,Normal,155000
RL,11923,Pave,Lvl,AllPub,Gtl,1Fam,1Story,9,5,2007,2007,Gd,TA,PConc,0,0,1800,1800,GasA,Ex,Y,1800,0,0,1800,0,0,2,0,2,1,Ex,7,Typ,0,2,702,Y,288,136,0,0,0,0,0,5,2009,Normal,239000
RL,11316,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2002,2003,Gd,TA,PConc,624,0,193,817,GasA,Ex,Y,824,1070,0,1894,1,0,2,1,4,1,Gd,8,Typ,1,2,510,Y,0,40,0,0,0,0,0,2,2010,Normal,214900
RL,10237,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,2005,2007,Gd,TA,PConc,0,0,783,783,GasA,Ex,Y,783,701,0,1484,0,0,2,1,3,1,Gd,8,Typ,1,2,393,Y,0,72,0,0,0,0,0,7,2007,Partial,178900
RL,9600,Pave,HLS,AllPub,Gtl,1Fam,1.5Fin,5,7,1940,1950,Gd,Gd,BrkTil,428,0,300,728,GasA,Ex,Y,976,332,0,1308,1,0,1,1,2,1,TA,7,Min2,2,1,256,Y,0,70,0,0,0,0,0,6,2009,Normal,160000
RL,7390,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1955,1955,TA,TA,CBlock,902,0,196,1098,GasA,TA,Y,1098,0,0,1098,1,0,1,0,3,1,TA,6,Typ,0,1,260,Y,0,0,0,0,0,0,0,7,2008,Normal,135000
RM,5925,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,3,6,1910,1950,TA,TA,BrkTil,0,0,600,600,Grav,Fa,N,600,368,0,968,0,0,1,0,2,1,TA,6,Typ,0,0,0,Y,0,0,0,0,0,0,0,5,2009,Abnorml,37900
