Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
1902,20,14680,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1273,0,0,1273,1,0,2,1,5,0,Y,483,0,0,0,115,0,0,6,2009,Normal,176192.990728755
1903,90,8145,Pave,IR1,HLS,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Ex,Y,1240,1240,0,2480,2,1,5,2,13,2,Y,0,0,57,0,0,0,0,7,2009,Normal,204264.39284654
1904,20,9100,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,TA,Gd,BrkTil,GasA,Ex,Y,1112,0,0,1112,1,0,2,1,6,1,Y,0,0,0,0,0,0,0,10,2009,Family,169630.906956928
1905,20,13339,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1561,0,0,1561,2,0,3,1,6,1,Y,0,148,0,0,120,0,0,5,2009,Normal,185724.838807268
1906,50,15600,Pave,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,TA,TA,BrkTil,GasW,Fa,N,986,537,0,1523,2,0,3,1,7,1,Y,0,0,81,0,0,0,0,10,2009,Normal,195699.03628186102
1907,20,17500,Pave,Reg,Bnk,Corner,Mod,Crawfor,PosA,Norm,1Fam,1Story,6,5,1954,1954,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1906,0,0,1906,1,1,3,1,6,2,Y,0,201,0,0,0,0,0,1,2009,Normal,189494.27616216897
1908,160,1733,Pave,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,516,516,0,1032,1,0,2,1,5,1,Y,279,0,0,0,0,0,0,5,2009,Normal,149607.905673439
1909,160,1488,Pave,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,561,668,0,1229,1,1,2,1,5,1,Y,176,0,0,0,0,0,0,10,2009,Normal,154650.19904597802
1910,160,1612,Pave,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,561,668,0,1229,1,1,2,1,5,1,Y,154,0,0,0,0,0,0,7,2009,Normal,151579.55814043302
1911,80,13607,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,TA,Gd,CBlock,GasA,Gd,Y,1182,800,0,1982,2,1,3,1,6,1,Y,400,112,0,0,0,0,1500,4,2009,Normal,185147.38053114398
1912,20,17597,Pave,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,9,1971,2009,Hip,CompShg,Gd,Gd,CBlock,GasA,TA,Y,2365,0,0,2365,2,0,3,1,7,2,Y,200,144,0,0,0,0,0,7,2009,Normal,196314.53120359
1913,70,8660,Pave,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,TA,TA,BrkTil,GasA,Ex,N,928,928,312,2168,2,0,5,1,11,0,Y,467,160,78,0,0,0,0,12,2009,Normal,210802.395364155
1914,30,10200,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Fa,N,572,0,0,572,1,0,2,1,4,0,N,0,0,72,0,0,0,0,5,2009,Normal,166271.2863726
1915,120,3843,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1648,0,0,1648,2,0,2,1,5,1,Y,162,53,0,153,0,0,0,6,2009,Partial,154865.359142973
1916,30,21780,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Fa,Fa,CBlock,GasA,TA,N,810,0,0,810,1,0,1,1,4,0,N,119,24,0,0,0,0,0,3,2009,Normal,173575.5052865
1917,60,10125,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1040,1012,0,2052,2,1,3,1,7,1,Y,210,91,0,0,0,0,0,5,2009,Normal,179399.56355427398
1918,85,9750,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,926,0,0,926,1,0,2,1,5,1,Y,319,0,0,0,0,0,0,4,2009,Normal,164280.776562049
1919,85,9360,Pave,Reg,Bnk,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,1977,1977,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1287,0,0,1287,1,1,2,1,5,2,Y,302,39,0,0,120,0,0,11,2009,Normal,171247.48948121
1920,20,11070,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1991,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,1595,0,0,1595,2,0,2,1,5,0,Y,0,0,0,0,0,0,0,4,2009,Abnorml,166878.587182445
1921,20,13438,Pave,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,Ex,TA,CBlock,GasA,Ex,Y,2036,0,0,2036,2,0,3,1,9,1,Y,90,154,0,0,0,0,0,7,2009,Normal,188129.45971099398
1922,20,14463,Pave,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,Ex,TA,PConc,GasA,Ex,Y,1641,0,0,1641,2,0,3,1,7,0,Y,0,95,0,0,0,0,0,1,2009,Normal,183517.34369691
1923,60,9839,Pave,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,2Story,6,8,1980,2006,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,1375,862,0,2237,2,1,3,1,7,1,Y,305,24,0,0,0,0,2500,2,2009,Normal,175522.026925727
1924,80,14419,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,1987,1989,Hip,CompShg,TA,TA,PConc,GasA,Ex,Y,1479,0,0,1479,2,1,3,1,7,1,Y,224,238,0,0,0,0,0,7,2009,Normal,190060.10533115198
1925,60,9157,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1072,942,0,2014,2,1,3,1,9,0,Y,124,114,0,0,0,0,0,2,2009,Abnorml,174179.824771856
1926,20,12633,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1978,0,0,1978,2,0,2,1,7,1,Y,308,52,0,0,0,0,0,5,2009,Normal,171059.523675194
1927,20,12518,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1008,0,0,1008,1,0,3,1,6,0,Y,144,0,0,0,0,0,0,4,2009,Normal,183004.186769318
1928,20,13383,Pave,IR1,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,2000,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1404,0,0,1404,2,0,3,1,7,1,Y,0,16,0,0,0,0,0,3,2009,Normal,183601.647387418
1929,85,7689,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,796,0,0,796,1,0,2,1,4,0,Y,138,0,0,0,0,0,0,7,2009,Normal,163539.327185998
1930,80,7706,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,1091,0,0,1091,1,0,2,1,5,0,Y,280,0,0,0,0,0,700,8,2009,Normal,164677.676391525
1931,85,7669,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,883,0,0,883,1,0,2,1,5,1,Y,100,32,0,0,0,0,0,6,2009,Normal,162395.073865424
1932,60,10429,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1992,1992,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,624,663,0,1287,1,1,3,1,6,0,Y,150,0,0,0,0,0,0,7,2009,Normal,182207.6323195
1933,60,10457,Pave,IR1,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,Gd,Ex,CBlock,GasA,Ex,Y,784,848,0,1632,1,1,4,1,7,1,Y,0,173,368,0,0,0,0,4,2009,Normal,192223.939790304
1934,60,8702,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,926,678,0,1604,2,1,3,1,7,1,Y,0,36,0,0,0,0,0,4,2008,Normal,176391.829390125
1935,60,8139,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,680,790,0,1470,2,1,3,1,7,1,Y,192,49,0,0,0,0,0,10,2008,Normal,181913.17912134802
1936,60,9535,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,926,678,0,1604,2,1,3,1,7,0,Y,100,82,0,0,0,0,0,5,2008,Normal,179136.09788826102
1937,60,15038,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,916,720,0,1636,2,1,3,1,7,1,Y,168,84,0,0,0,0,0,11,2008,Normal,196595.56824321198
1938,20,14137,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,1384,0,0,1384,2,0,3,1,7,0,Y,0,39,0,0,0,0,0,11,2008,Normal,194822.365690957
1939,120,6264,Pave,IR1,Lvl,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1997,1997,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1682,0,0,1682,1,1,1,1,6,1,Y,0,0,0,0,0,0,0,7,2008,Normal,148356.66944091802
1940,120,5070,Pave,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1280,0,0,1280,2,0,2,1,5,0,Y,0,82,0,0,144,0,0,8,2008,Normal,160387.604263899
1941,60,11184,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,932,701,0,1633,2,1,3,1,7,1,Y,0,39,0,0,0,0,0,4,2008,Family,181276.50057180898
1942,60,14067,Pave,Reg,Lvl,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1991,1991,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,851,858,0,1709,2,1,3,1,7,0,Y,0,40,0,0,0,0,0,9,2008,Normal,192474.817899346
1943,120,5950,Pave,IR1,HLS,Inside,Mod,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,Gd,TA,PConc,GasA,Gd,Y,1337,0,0,1337,2,0,2,1,5,1,Y,0,73,154,0,0,0,0,4,2008,Normal,157699.90779643698
1944,60,13543,Pave,IR1,HLS,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1168,1332,0,2500,3,1,5,1,9,1,Y,192,32,0,0,0,0,0,7,2008,Normal,215785.54081305102
1945,20,15401,Pave,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1884,0,0,1884,2,0,2,1,7,1,Y,214,76,0,0,0,0,0,9,2008,Normal,181824.300998793
1946,20,31220,Pave,IR1,Bnk,FR2,Gtl,Gilbert,Feedr,Norm,1Fam,1Story,6,2,1952,1952,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1474,0,0,1474,1,0,3,1,7,2,Y,0,0,144,0,0,0,750,5,2008,Normal,221813.00948166
1947,120,8118,Pave,Reg,HLS,Inside,Gtl,StoneBr,PosN,PosN,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1710,0,0,1710,2,0,2,1,6,1,Y,156,48,0,0,0,0,0,7,2008,Normal,165281.292597397
1948,20,47280,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,1488,0,0,1488,2,1,3,1,6,1,Y,0,0,180,0,0,0,0,7,2008,Family,255629.49047034
1949,20,12680,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1988,1988,Gable,CompShg,Gd,TA,CBlock,GasA,Ex,Y,1688,0,0,1688,2,0,2,1,6,1,Y,0,48,0,0,141,0,0,6,2008,Normal,173154.590990955
1950,20,10825,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1983,1983,Gable,CompShg,Gd,TA,CBlock,GasA,TA,Y,1260,0,0,1260,2,0,3,1,6,0,Y,152,0,0,0,0,0,0,7,2008,Normal,183884.65246539
1951,20,18559,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Gd,Gd,CBlock,GasA,TA,Y,2064,0,0,2064,2,0,3,1,7,2,Y,200,0,0,0,0,0,0,8,2008,Normal,200210.35360848898
1952,20,14450,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1979,1979,Hip,CompShg,Gd,TA,CBlock,GasA,TA,Y,1782,0,0,1782,2,0,3,1,6,1,Y,467,0,0,0,0,0,0,3,2008,Normal,186599.221265342
1953,20,13068,Pave,Reg,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Hip,CompShg,TA,TA,PConc,GasA,TA,Y,1211,0,0,1211,2,0,3,1,6,1,Y,0,0,0,174,0,0,0,11,2008,Normal,192718.532696106
1954,60,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1277,767,0,2044,2,1,3,1,7,1,Y,28,73,0,0,0,0,0,3,2008,Normal,178628.665952764
1955,60,9743,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,6,1969,1969,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,720,588,0,1308,1,1,3,1,7,0,Y,0,0,0,0,0,0,0,6,2008,Normal,180650.342418406
1956,60,12511,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Gd,TA,PConc,GasA,Ex,Y,1420,1420,0,2840,2,1,4,1,8,2,Y,0,16,0,0,208,0,0,12,2008,Normal,206003.107947263
1957,20,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1444,0,0,1444,2,0,2,1,5,1,Y,0,24,0,0,0,0,0,4,2008,Normal,166457.67844853
1958,60,14311,Pave,IR1,Lvl,FR3,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,5,1996,1996,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1236,1104,0,2340,2,1,4,1,9,1,Y,192,180,218,0,0,0,0,6,2008,Normal,202916.22165348698
1959,90,9000,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,896,896,0,1792,2,2,4,2,8,0,Y,0,45,0,0,0,0,0,6,2008,Normal,192463.96998309102
1960,20,10295,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1969,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,936,0,0,936,1,0,2,1,4,0,Y,16,0,0,0,0,0,0,9,2008,Normal,171775.49718989801
1961,20,7560,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,864,0,0,864,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,5,2008,Normal,175249.22214941098
1962,160,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,5,0,Y,52,0,0,0,0,0,0,2,2008,Normal,147086.59893993
1963,160,1890,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,483,504,0,987,1,1,2,1,5,0,Y,411,0,0,0,0,0,0,4,2008,Normal,149709.67210037098
1964,160,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,630,672,0,1302,2,1,3,1,6,0,Y,0,0,0,0,0,0,0,12,2008,Normal,171411.404533743
1965,160,2308,Pave,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,855,601,0,1456,2,1,4,1,7,0,Y,0,0,0,0,0,0,0,5,2008,Normal,178188.964799425
1966,120,2529,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1055,0,0,1055,2,0,2,1,4,0,Y,0,38,0,0,0,0,0,9,2008,Normal,156491.711373235
1967,20,12704,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1582,0,0,1582,2,0,3,1,7,0,Y,209,95,0,0,0,0,0,1,2008,Partial,180953.241201168
1968,20,13693,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,2464,0,0,2464,2,1,4,1,9,1,Y,358,78,0,0,0,0,0,8,2008,Normal,203909.759061135
1969,20,14418,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1950,0,0,1950,2,0,2,1,7,1,Y,156,207,0,0,0,0,0,5,2008,Normal,175470.149087545
1970,60,13418,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1850,898,0,2748,2,1,4,1,9,1,Y,212,182,0,0,0,0,0,10,2008,Abnorml,205578.333622415
1971,60,12539,Pave,Reg,Lvl,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,10,5,2005,2006,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1632,1158,0,2790,2,1,4,1,10,1,Y,30,200,0,0,192,0,0,6,2008,Normal,199428.85769944103
1972,60,12151,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1414,917,0,2331,2,1,3,1,9,1,Y,192,63,0,0,0,0,0,8,2008,Normal,187599.163869476
1973,60,8899,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,948,1140,0,2088,2,1,4,1,10,1,Y,100,24,0,0,0,0,0,6,2008,Normal,192265.198109864
1974,60,10574,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1170,1162,0,2332,2,1,4,1,9,1,Y,224,142,0,0,0,0,0,7,2008,Normal,196666.55489767698
1975,20,12720,Pave,Reg,HLS,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,2470,0,0,2470,1,1,1,1,7,2,Y,154,65,0,0,216,144,0,2,2008,Normal,155537.86225268198
1976,20,10845,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1575,0,0,1575,2,0,2,1,7,1,Y,216,28,0,0,0,0,0,6,2008,Normal,169543.240620935
1977,60,16900,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1515,1134,0,2649,2,1,4,1,10,1,Y,0,60,0,0,0,0,0,1,2008,Normal,202487.01017050102
1978,60,16451,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1804,886,0,2690,2,1,4,1,9,1,Y,268,58,0,0,0,0,0,7,2008,Normal,208232.716273485
1979,120,10110,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1866,0,0,1866,2,0,2,1,7,1,Y,0,48,0,0,0,0,0,11,2008,Partial,173621.195202569
1980,120,12304,Pave,IR3,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1367,0,0,1367,2,0,2,1,6,1,Y,0,33,0,0,0,0,0,6,2008,Normal,172414.608571812
1981,120,8232,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2008,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1800,0,0,1800,2,0,2,1,6,1,Y,210,0,0,0,0,0,0,6,2008,Partial,164400.75641556
1982,120,6240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1342,0,0,1342,2,0,2,1,6,1,Y,0,35,0,0,0,0,0,6,2008,Normal,160480.424024781
1983,120,6240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1342,0,0,1342,2,0,2,1,6,1,Y,0,35,0,0,0,0,0,2,2008,Normal,156060.853810389
1984,160,2448,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,764,862,0,1626,2,1,2,1,6,0,Y,0,27,0,0,0,0,0,10,2008,Normal,157437.192820581
1985,120,3940,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1455,0,0,1455,2,0,2,1,6,1,Y,156,20,0,0,144,0,0,8,2008,Normal,158163.72092977198
1986,120,3940,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1576,0,0,1576,2,0,2,1,7,1,Y,143,20,0,0,0,0,0,5,2008,Normal,154849.043268978
1987,20,3710,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1246,0,0,1246,2,0,2,1,5,1,Y,100,24,0,0,0,0,0,3,2008,Partial,152186.609341561
1988,60,9024,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,813,702,0,1515,2,1,3,1,8,1,Y,0,75,0,0,0,0,0,7,2008,Normal,180340.215399228
1989,60,8010,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,840,880,0,1720,2,1,3,1,7,1,Y,138,48,0,0,0,0,0,7,2008,Normal,178344.62451356
1990,60,8396,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,847,1139,0,1986,2,1,4,1,9,1,Y,120,48,0,0,0,0,0,5,2008,Normal,190170.382266827
1991,120,7301,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,6,2007,2008,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1358,0,0,1358,2,0,2,1,6,1,Y,192,26,0,0,0,0,0,11,2008,Partial,168092.97548083198
1992,60,8220,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1008,884,0,1892,2,1,3,1,8,1,Y,108,0,0,0,0,0,0,7,2008,Normal,178757.912566805
